index,GHO (CODE),GHO (DISPLAY),YEAR (CODE),AGEGROUP (CODE),SEX (CODE),Display Value,Numeric,Low,High
1504,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1977,YEARS18-PLUS,MLE,7.9 [4.2-13.1],7.9,4.2,13.1
378,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1977,YEARS18-PLUS,MLE,35.8 [27.5-44.4],35.8,27.5,44.4
389,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1977,YEARS18-PLUS,FMLE,45.9 [37.2-54.6],45.9,37.2,54.6
400,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1977,YEARS18-PLUS,BTSX,40.6 [34.7-46.5],40.6,34.7,46.5
1626,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1977,YEARS18-PLUS,BTSX,37.0 [31.4-42.8],37,31.4,42.8
1637,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1977,YEARS18-PLUS,FMLE,41.9 [33.8-50.4],41.9,33.8,50.4
1648,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1977,YEARS18-PLUS,MLE,32.9 [25.3-40.8],32.9,25.3,40.8
168,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1977,YEARS18-PLUS,BTSX,12.1 [8.6-16.1],12.1,8.6,16.1
181,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1977,YEARS18-PLUS,FMLE,17.9 [11.9-25.0],17.9,11.9,25
194,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1977,YEARS18-PLUS,MLE,6.8 [3.6-11.1],6.8,3.6,11.1
207,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1977,YEARS18-PLUS,BTSX,10.6 [7.5-14.3],10.6,7.5,14.3
220,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1977,YEARS18-PLUS,FMLE,16.0 [10.5-22.5],16,10.5,22.5
233,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1977,YEARS18-PLUS,MLE,6.2 [3.4-10.1],6.2,3.4,10.1
304,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1977,YEARS18-PLUS,BTSX,25.1 [24.1-26.1],25.1,24.1,26.1
316,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1977,YEARS18-PLUS,FMLE,25.9 [24.4-27.3],25.9,24.4,27.3
328,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1977,YEARS18-PLUS,MLE,24.5 [23.1-25.8],24.5,23.1,25.8
340,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS18-PLUS,BTSX,24.8 [23.9-25.8],24.8,23.9,25.8
352,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS18-PLUS,FMLE,25.5 [24.2-26.9],25.5,24.2,26.9
364,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS18-PLUS,MLE,24.2 [22.9-25.6],24.2,22.9,25.6
2299,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS05-19,BTSX,17.3 [16.1-18.6],17.32944,16.10169,18.57198
2311,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS05-09,BTSX,14.3 [13.0-15.6],14.27827,13.01242,15.57282
2323,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS10-19,BTSX,19.4 [18.2-20.6],19.42935,18.19646,20.64748
2334,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS05-19,FMLE,17.7 [15.9-19.4],17.65879,15.89438,19.42405
2345,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS05-09,FMLE,14.6 [12.8-16.4],14.62133,12.82946,16.4328
2356,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS10-19,FMLE,19.8 [18.0-21.5],19.78233,17.98977,21.54153
2367,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS05-19,MLE,17.0 [15.2-18.7],17.01261,15.20309,18.73529
2378,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS05-09,MLE,13.9 [12.1-15.7],13.94216,12.1038,15.70351
2389,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1977,YEARS10-19,MLE,19.1 [17.3-20.8],19.09404,17.29784,20.79622
2820,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1977,YEARS05-19,BTSX,10.8 [5.0-18.5],10.8,5,18.5
2831,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1977,YEARS05-09,BTSX,10.9 [4.9-19.1],10.9,4.9,19.1
2842,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1977,YEARS10-19,BTSX,10.8 [5.0-18.5],10.8,5,18.5
2853,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1977,YEARS05-19,FMLE,7.8 [1.8-18.2],7.8,1.8,18.2
2865,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1977,YEARS05-09,FMLE,8.5 [1.9-19.8],8.5,1.9,19.8
2877,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1977,YEARS10-19,FMLE,7.3 [1.7-17.0],7.3,1.7,17
2889,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1977,YEARS05-19,MLE,13.7 [4.8-26.5],13.7,4.8,26.5
2901,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1977,YEARS05-09,MLE,13.3 [4.4-26.6],13.3,4.4,26.6
2913,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1977,YEARS10-19,MLE,14.0 [4.9-26.5],14,4.9,26.5
1957,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,YEARS05-19,BTSX,8.4 [4.6-13.5],8.4,4.6,13.5
1968,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,YEARS05-09,BTSX,8.5 [4.4-14.1],8.5,4.4,14.1
1979,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,YEARS10-19,BTSX,8.3 [4.6-13.3],8.3,4.6,13.3
1989,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,YEARS05-19,FMLE,9.9 [4.4-17.8],9.9,4.4,17.8
1999,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,YEARS05-09,FMLE,9.8 [3.9-18.7],9.8,3.9,18.7
2009,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,YEARS10-19,FMLE,9.9 [4.5-17.6],9.9,4.5,17.6
2019,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,YEARS05-19,MLE,7.0 [2.4-14.2],7,2.4,14.2
2029,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,YEARS05-09,MLE,7.3 [2.4-15.2],7.3,2.4,15.2
2039,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1977,YEARS10-19,MLE,6.8 [2.3-13.7],6.8,2.3,13.7
2497,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1977,YEARS05-19,BTSX,1.6 [0.4-4.3],1.6,0.4,4.3
2509,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1977,YEARS05-09,BTSX,1.9 [0.4-5.0],1.9,0.4,5
3303,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1977,YEARS10-19,BTSX,1.5 [0.3-3.9],1.5,0.3,3.9
3315,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1977,YEARS05-19,FMLE,1.6 [0.2-5.1],1.6,0.2,5.1
3328,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1977,YEARS05-09,FMLE,1.8 [0.2-6.1],1.8,0.2,6.1
3341,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1977,YEARS10-19,FMLE,1.4 [0.1-4.6],1.4,0.1,4.6
3354,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1977,YEARS05-19,MLE,1.7 [0.1-5.7],1.7,0.1,5.7
3367,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1977,YEARS05-09,MLE,1.9 [0.1-6.6],1.9,0.1,6.6
3380,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1977,YEARS10-19,MLE,1.5 [0.1-5.2],1.5,0.1,5.2
529,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1978,YEARS18-PLUS,FMLE,28.4 [19.2-39.3],28.4,19.2,39.3
931,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1978,YEARS18-PLUS,MLE,26.5 [16.7-37.1],26.5,16.7,37.1
3143,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1978,YEARS18-PLUS,BTSX,27.4 [20.6-34.7],27.4,20.6,34.7
494,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1978,YEARS18-PLUS,MLE,32.7 [21.5-44.2],32.7,21.5,44.2
920,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1978,YEARS18-PLUS,FMLE,34.4 [24.2-45.9],34.4,24.2,45.9
3133,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1978,YEARS18-PLUS,BTSX,33.7 [26.3-41.7],33.7,26.3,41.7
549,BP_06,Mean systolic blood pressure (age-standardized estimate),1978,YEARS18-PLUS,FMLE,128.3 [120.4-136.1],128.3,120.4,136.1
1345,BP_06,Mean systolic blood pressure (age-standardized estimate),1978,YEARS18-PLUS,MLE,126.4 [118.9-133.8],126.4,118.9,133.8
642,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1978,YEARS18-PLUS,BTSX,6.5 [4.1-9.8],6.5,4.1,9.8
652,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1978,YEARS18-PLUS,FMLE,5.8 [2.8-10.1],5.8,2.8,10.1
662,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1978,YEARS18-PLUS,MLE,7.3 [3.8-12.3],7.3,3.8,12.3
672,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1978,YEARS18-PLUS,BTSX,7.1 [4.6-10.2],7.1,4.6,10.2
682,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1978,YEARS18-PLUS,FMLE,6.5 [3.4-11.0],6.5,3.4,11
692,NCD_BMI_18C,"Prevalence of underweight among adults, BMI < 18.5 (crude estimate) (%)",1978,YEARS18-PLUS,MLE,7.6 [4.1-12.3],7.6,4.1,12.3
1574,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1978,YEARS18-PLUS,MLE,37.0 [29.1-45.2],37,29.1,45.2
1586,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1978,YEARS18-PLUS,FMLE,47.2 [38.9-55.4],47.2,38.9,55.4
1597,NCD_BMI_25A,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (age-standardized estimate) (%)",1978,YEARS18-PLUS,BTSX,41.8 [36.2-47.4],41.8,36.2,47.4
1608,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1978,YEARS18-PLUS,BTSX,38.1 [32.8-43.5],38.1,32.8,43.5
1619,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1978,YEARS18-PLUS,FMLE,43.2 [35.4-51.3],43.2,35.4,51.3
2078,NCD_BMI_25C,"Prevalence of overweight among adults, BMI &GreaterEqual; 25 (crude estimate) (%)",1978,YEARS18-PLUS,MLE,34.0 [26.7-41.7],34,26.7,41.7
169,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1978,YEARS18-PLUS,BTSX,12.7 [9.3-16.6],12.7,9.3,16.6
182,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1978,YEARS18-PLUS,FMLE,18.8 [12.9-25.7],18.8,12.9,25.7
195,NCD_BMI_30A,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (age-standardized estimate) (%)",1978,YEARS18-PLUS,MLE,7.3 [4.1-11.5],7.3,4.1,11.5
208,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1978,YEARS18-PLUS,BTSX,11.2 [8.1-14.7],11.2,8.1,14.7
221,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1978,YEARS18-PLUS,FMLE,16.8 [11.4-23.1],16.8,11.4,23.1
234,NCD_BMI_30C,"Prevalence of obesity among adults, BMI &GreaterEqual; 30 (crude estimate) (%)",1978,YEARS18-PLUS,MLE,6.7 [3.8-10.5],6.7,3.8,10.5
305,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1978,YEARS18-PLUS,BTSX,25.3 [24.4-26.1],25.3,24.4,26.1
317,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1978,YEARS18-PLUS,FMLE,26.0 [24.7-27.4],26,24.7,27.4
329,NCD_BMI_MEAN,Mean BMI (kg/m&#xb2;) (age-standardized estimate),1978,YEARS18-PLUS,MLE,24.6 [23.3-25.8],24.6,23.3,25.8
341,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS18-PLUS,BTSX,25.0 [24.1-25.8],25,24.1,25.8
353,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS18-PLUS,FMLE,25.7 [24.5-27.0],25.7,24.5,27
365,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS18-PLUS,MLE,24.4 [23.2-25.6],24.4,23.2,25.6
1867,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS05-19,BTSX,17.4 [16.2-18.5],17.35926,16.21617,18.51697
1877,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS05-09,BTSX,14.3 [13.2-15.5],14.33804,13.16021,15.54389
1887,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS10-19,BTSX,19.5 [18.3-20.6],19.48798,18.34747,20.60697
1897,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS05-19,FMLE,17.7 [16.0-19.3],17.70021,16.04138,19.33204
1907,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS05-09,FMLE,14.7 [13.0-16.4],14.69186,12.9978,16.37038
1917,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS10-19,FMLE,19.9 [18.2-21.5],19.85476,18.18544,21.49181
1927,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS05-19,MLE,17.0 [15.3-18.6],17.03005,15.34895,18.61079
1937,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS05-09,MLE,14.0 [12.3-15.6],13.98992,12.26875,15.61699
1947,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),1978,YEARS10-19,MLE,19.1 [17.5-20.7],19.13851,17.46749,20.72553
3393,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1978,YEARS05-19,BTSX,10.6 [5.1-17.8],10.6,5.1,17.8
3406,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1978,YEARS05-09,BTSX,10.6 [4.9-18.4],10.6,4.9,18.4
3419,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1978,YEARS10-19,BTSX,10.5 [5.1-17.8],10.5,5.1,17.8
3432,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1978,YEARS05-19,FMLE,7.6 [1.9-17.2],7.6,1.9,17.2
3444,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1978,YEARS05-09,FMLE,8.3 [2.0-18.8],8.3,2,18.8
3456,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1978,YEARS10-19,FMLE,7.1 [1.7-16.0],7.1,1.7,16
3468,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1978,YEARS05-19,MLE,13.5 [4.9-25.7],13.5,4.9,25.7
3480,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1978,YEARS05-09,MLE,13.0 [4.4-25.6],13,4.4,25.6
3492,NCD_BMI_MINUS2C,"Prevalence of thinness among children and adolescents, BMI < -2 standard deviations below the median (crude estimate) (%)",1978,YEARS10-19,MLE,13.8 [5.0-25.7],13.8,5,25.7
2194,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,YEARS05-19,BTSX,9.1 [5.2-14.1],9.1,5.2,14.1
2204,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,YEARS05-09,BTSX,9.2 [5.0-14.7],9.2,5,14.7
2214,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,YEARS10-19,BTSX,9.0 [5.1-13.9],9,5.1,13.9
2224,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,YEARS05-19,FMLE,10.6 [5.0-18.5],10.6,5,18.5
2234,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,YEARS05-09,FMLE,10.5 [4.5-19.4],10.5,4.5,19.4
2244,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,YEARS10-19,FMLE,10.6 [5.1-18.2],10.6,5.1,18.2
2254,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,YEARS05-19,MLE,7.7 [2.9-14.9],7.7,2.9,14.9
2264,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,YEARS05-09,MLE,8.0 [2.9-15.8],8,2.9,15.8
2274,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",1978,YEARS10-19,MLE,7.4 [2.8-14.4],7.4,2.8,14.4
2498,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,YEARS05-19,BTSX,1.8 [0.5-4.6],1.8,0.5,4.6
2510,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,YEARS05-09,BTSX,2.1 [0.5-5.4],2.1,0.5,5.4
3304,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,YEARS10-19,BTSX,1.7 [0.4-4.2],1.7,0.4,4.2
3316,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,YEARS05-19,FMLE,1.8 [0.2-5.4],1.8,0.2,5.4
3329,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,YEARS05-09,FMLE,2.0 [0.2-6.5],2,0.2,6.5
3342,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,YEARS10-19,FMLE,1.6 [0.2-4.9],1.6,0.2,4.9
3355,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,YEARS05-19,MLE,1.9 [0.2-6.1],1.9,0.2,6.1
3368,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,YEARS05-09,MLE,2.2 [0.2-7.0],2.2,0.2,7
3381,NCD_BMI_PLUS2C,"Prevalence of obesity among children and adolescents, BMI > +2 standard deviations above the median (crude estimate) (%)",1978,YEARS10-19,MLE,1.7 [0.2-5.6],1.7,0.2,5.6
101,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1979,YEARS18-PLUS,MLE,26.5 [17.1-36.5],26.5,17.1,36.5
1336,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1979,YEARS18-PLUS,FMLE,28.4 [19.7-38.8],28.4,19.7,38.8
2934,BP_03,Raised blood pressure (SBP>=140 OR DBP>=90) (crude estimate),1979,YEARS18-PLUS,BTSX,27.3 [20.9-34.3],27.3,20.9,34.3
921,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1979,YEARS18-PLUS,FMLE,34.6 [24.8-45.3],34.6,24.8,45.3
1305,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1979,YEARS18-PLUS,MLE,32.8 [22.1-43.8],32.8,22.1,43.8
2925,BP_04,Raised blood pressure (SBP>=140 OR DBP>=90) (age-standardized estimate),1979,YEARS18-PLUS,BTSX,33.9 [26.8-41.4],33.9,26.8,41.4
126,BP_06,Mean systolic blood pressure (age-standardized estimate),1979,YEARS18-PLUS,MLE,126.5 [119.5-133.3],126.5,119.5,133.3
135,BP_06,Mean systolic blood pressure (age-standardized estimate),1979,YEARS18-PLUS,FMLE,128.4 [121.0-135.7],128.4,121,135.7
1455,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1979,YEARS18-PLUS,BTSX,6.3 [4.0-9.2],6.3,4,9.2
1465,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1979,YEARS18-PLUS,FMLE,5.5 [2.8-9.5],5.5,2.8,9.5
1475,NCD_BMI_18A,"Prevalence of underweight among adults, BMI < 18.5 (age-standardized estimate) (%)",1979,YEARS18-PLUS,MLE,7.0 [3.8-11.6],7,3.8,11.6
